key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
2228689440; EJ1210633,Comparability of Students' Writing Performance on TOEFL iBT and in Required University Writing Courses,2019,,,Language Testing,"0265-5322, 0265-5322",36,2,235-263,"Llosa, Lorena and Malone, Margaret E.",https://search.proquest.com/docview/2228689440?accountid=14433,English,"SAGE Publications, 2455 Teller Road, Thousand Oaks, CA 91320",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2019-05-22
SubjectsTermNotLitGenreText - 2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  1966ER5 3643ER5 6603ER5  1955 3629 6582;  8865ER5 2362ER5 2526ER5  8833 2351 2515;  11675ER5 5259ER5  11629 5242;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  4143ER5 10321ER5 8043ER5 4558ER5  4128 10278 8016 4542;  11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  11178ER5 1823ER5 9339ER5 5258ER5  11134 1814 9306 5241;  677ER5 5259ER5  675 5242;  9408ER5 3643ER5 6603ER5  9374 3629 6582;  5804ER5 1ER5  5785 1;  4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  4466 2754 6089 9804 9351 5964;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  9404ER5 2584ER5  9370 2572;  4459ER5  4444;  5800ER5 5765ER5  5781 5746;  9008ER5 11678ER5  8975 11632 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2228688967; EJ1210632,"Shaping a Score: Complexity, Accuracy, and Fluency in Integrated Writing Performances",2019,,,Language Testing,"0265-5322, 0265-5322",36,2,161-179,"Plakans, Lia and Gebril, Atta and Bilki, Zeynep",https://search.proquest.com/docview/2228688967?accountid=14433,English,"SAGE Publications, 2455 Teller Road, Thousand Oaks, CA 91320",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2019-05-22
SubjectsTermNotLitGenreText - 94ER5 3641ER5 2427ER5 10069ER5  94 3627 2416 10031;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  9404ER5 2584ER5  9370 2572;  11671ER5 3640ER5  11625 3626;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  8123ER5  8094;  5811ER5 9726ER5 1ER5  5792 9690 1;  5784ER5 5804ER5 1ER5  5765 5785 1;  3584ER5 1966ER5 3643ER5 6603ER5  3570 1955 3629 6582;  6832ER5 4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  6807 4466 2754 6089 9804 9351 5964;  10459ER5 4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  10416 4466 2754 6089 9804 9351 5964;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  10825ER5 11254ER5 3641ER5 2427ER5 10069ER5  10781 11210 3627 2416 10031;  4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  4466 2754 6089 9804 9351 5964 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2396852267; EJ1246477,Computer Adaptive Testing Simulations in R,2019,,,International Journal of Assessment Tools in Education,,6,5,44-56,"Erdem-Kara, Basak",https://search.proquest.com/docview/2396852267?accountid=14433,English,"International Journal of Assessment Tools in Education, Pamukkale University, Faculty of Education, Kinikli Campus, Denizli 20070, Turkey",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2020-05-01
SubjectsTermNotLitGenreText - 2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  138ER5 10827ER5 6467ER5 6603ER5  138 10783 6446 6582;  8361ER5 5765ER5  8330 5746;  6810ER5 9687ER5 6603ER5  6786 9651 6582;  2070ER5  2059 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not writing context",,
2396829870; ED601722,Investigating Student Conceptual Understanding of Structure and Function by Using Formative Assessment and Automated Scoring Models,2019,,,ProQuest LLC,9781392228456,,,1-181,"Carter, Kelli Patrice",https://search.proquest.com/docview/2396829870?accountid=14433,English,,,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2020-05-01
Erste Seite - 1
SubjectsTermNotLitGenreText - 2093ER5 5923ER5 1719ER5  2082 5904 1710;  2000ER5 5350ER5 8440ER5 5068ER5  1989 5333 8409 5051;  9388ER5  9354;  4159ER5 3640ER5  4144 3626;  10247ER5 3640ER5  10205 3626;  830ER5 10713ER5  828 10669;  9405ER5 6461ER5  9371 6440;  11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  1808ER5 1774ER5 2526ER5 9359ER5  1799 9325 2515 1765;  998ER5 997ER5 7002ER5 9385ER5 5983ER5  995 994 6976 9351 5964;  9392ER5 6120ER5  9358 6101;  498ER5 997ER5 7002ER5 9385ER5 5983ER5  496 994 6976 9351 5964;  7915ER5 997ER5 7002ER5 9385ER5 5983ER5  7888 994 6976 9351 5964;  11113ER5 1815ER5 10321ER5 8043ER5 4558ER5  11069 1806 10278 8016 4542;  1897ER5 8473ER5 1823ER5 9339ER5 5258ER5 11114ER5  1886 8442 1814 9306 5241 11070;  8901ER5 11178ER5 1823ER5 9339ER5 5258ER5  8869 11134 1814 9306 5241;  2854ER5  2842;  4257ER5  4242;  10806ER5  10762;  10808ER5  10764;  9383ER5 10833ER5 6468ER5  9349 10789 6447 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not writing context",,
2228697848; EJ1211506,Student Explanations in the Context of Computational Science and Engineering Education,2019,,,Cognition and Instruction,"0737-0008, 0737-0008",37,2,201-231,"Vieira, Camilo and Magana, Alejandra J. and Roy, Anindya and Falk, Michael L.",https://search.proquest.com/docview/2228697848?accountid=14433,English,"Routledge, Available from: Taylor & Francis, Ltd. 530 Walnut Street Suite 850, Philadelphia, PA 19106",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2019-05-22
Vertragsnummer - EEC1449238; EEC1329262
SubjectsTermNotLitGenreText - 10219ER5 732ER5  10181 730;  2000ER5 5350ER5 8440ER5 5068ER5  1989 5333 8409 5051;  2014ER5 6415ER5  2003 6394;  8359ER5 2064ER5 5171ER5 9385ER5 5983ER5  8328 2053 5154 9351 5964;  26ER5 1ER5  26 1;  2994ER5 5167ER5 5176ER5 9591ER5  2981 5150 5159 9556;  1706ER5 1602ER5 7430ER5  1699 1595 7404;  8263ER5 1719ER5  8233 1710;  5385ER5 6603ER5  5368 6582;  2351ER5  2340;  2070ER5  2059;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  9348ER5 96ER5  9314 96;  9404ER5 2584ER5  9370 2572;  9485ER5  9451;  5697ER5 96ER5  5678 96;  10148ER5 3164ER5  10110 3150;  5923ER5 1719ER5  5904 1710 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not feedback",,
2228691685; ED593658,Culturally and Linguistically Diverse Learners and STEAM: Teachers and Researchers Working in Partnership to Build a Better Tomorrow,2019,,,"IAP - Information Age Publishing, Inc.",9781641136068,,,,"Spycher, Pamela and Haynes, Erin F.",https://search.proquest.com/docview/2228691685?accountid=14433,English,"IAP - Information Age Publishing, Inc. P.O. Box 79049, Charlotte, NC 28271-7047",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2019-05-22 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2228657016; EJ1204544,The Effectiveness of Using a Hybrid Mode of Automated Writing Evaluation System on EFL Students' Writing,2019,,,Teaching English with Technology,,19,1,118-131,"Mohsen, Mohammed Ali and Alshahrani, Abdulaziz",https://search.proquest.com/docview/2228657016?accountid=14433,English,"IATEFL Poland Computer Special Interest Group / University of Nicosia / Maria Curie-Sklodowska University, Ul. J. Sowinskiego 17, 20-041 Lublin, Poland",,,"Zuletzt aktualisiert - 2019-05-22
SubjectsTermNotLitGenreText - 11675ER5 5259ER5  11629 5242;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  9437ER5 4936ER5 5259ER5  9403 4919 5242;  10664ER5 3241ER5 6603ER5  10621 3227 6582;  3939ER5 5365ER5 8800ER5  3924 5348 8768;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  1063ER5 10664ER5 3241ER5 6603ER5  1060 10621 3227 6582;  2070ER5  2059;  11671ER5 3640ER5  11625 3626;  3585ER5  3571;  1331ER5 8868ER5 3643ER5 6603ER5  1326 3629 6582 8836;  9008ER5 11678ER5  8975 11632;  11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  4124ER5 4350ER5  4109 4335;  10219ER5 732ER5  10181 730;  9404ER5 2584ER5  9370 2572;  11674ER5 5016ER5  11628 4999; Saudi Arabia RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2155997425; EJ1193707,Do the TOEFL iBT® Section Scores Provide Value-Added Information to Stakeholders,2018,,,Language Testing,"0265-5322, 0265-5322",35,4,529-556,"Sawaki, Yasuyo and Sinharay, Sandip",https://search.proquest.com/docview/2155997425?accountid=14433,English,"SAGE Publications, 2455 Teller Road, Thousand Oaks, CA 91320",,,"Anzahl der Quellenangaben - 48
Zuletzt aktualisiert - 2018-12-14
SubjectsTermNotLitGenreText - 3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  9438ER5 5901ER5  9404 5882;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  5453ER5 2056ER5 7077ER5 5164ER5  5434 5147 7051 2045;  9404ER5 2584ER5  9370 2572;  11256ER5 4560ER5 7477ER5 3227ER5 10129ER5 2584ER5 9805ER5 6775ER5 9687ER5 6603ER5;  10061ER5 4558ER5  10023 4542;  8698ER5 11279ER5 10833ER5 6468ER5  8666 11233 10789 6447;  6114ER5 11279ER5 10833ER5 6468ER5  6095 11233 10789 6447;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  10813ER5 8808ER5 3641ER5 2427ER5 10069ER5  10769 8776 3627 2416 10031;  3792ER5 6911ER5 10125ER5 2586ER5 3643ER5 6603ER5  3777 6886 10087 2574 3629 6582;  9549ER5 305ER5 5821ER5  9515 303 5802;  5703ER5 5821ER5  5684 5802;  9944ER5 9059ER5 5095ER5 5821ER5  9906 9026 5078 5802 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2155989840; EJ1193952,Scaling Academic Writing Instruction: Evaluation of a Scaffolding Tool (Thesis Writer),2018,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",28,4,590-615,"Rapp, Christian and Kauf, Peter",https://search.proquest.com/docview/2155989840?accountid=14433,English,"Springer, Available from: Springer Nature. 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 72
Zuletzt aktualisiert - 2018-12-14
SubjectsTermNotLitGenreText - 39ER5 5813ER5 5819ER5 5820ER5 9875ER5 6108ER5 9842ER5 9385ER5 5983ER5  39 5794 5800 5801 9837 6089 9804 9351 5964;  11675ER5 5259ER5  11629 5242;  9154ER5 10664ER5 3241ER5 6603ER5  9121 10621 3227 6582;  2026ER5 2085ER5 2084ER5 10719ER5  2015 2074 2073 10675;  1207ER5 8290ER5 3164ER5  1204 8260 3150;  1784ER5 1815ER5 10321ER5 8043ER5 4558ER5  1775 1806 10278 8016 4542;  10891ER5 8856ER5 8508ER5  10847 8824 8477;  10219ER5 732ER5  10181 730;  11237ER5 3641ER5 2427ER5 10069ER5 7739ER5 5144ER5  11193 3627 2416 10031 7712 5127 RAYYAN-INCLUSION: {""juergen.schneider""=>""Maybe""} | RAYYAN-LABELS: Thesis Writer | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2130847405; EJ1189132,Using Machine Learning to Classify Reviewer Comments in Research Article Drafts to Enable Students to Focus on Global Revision,2018,,,Education and Information Technologies,"1360-2357, 1360-2357",23,5,2093-2110,"Ocharo, Harriet Nyanchama and Hasegawa, Shinobu",https://search.proquest.com/docview/2130847405?accountid=14433,English,"Springer, Available from: Springer Nature. 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 21
Zuletzt aktualisiert - 2018-11-08
SubjectsTermNotLitGenreText - 1602ER5 7430ER5  1595 7404;  646ER5  644;  8895ER5 8856ER5 8508ER5  8863 8824 8477;  9008ER5 11678ER5  8975 11632;  3653ER5 8043ER5 4558ER5  3639 8016 4542;  94ER5 3641ER5 2427ER5 10069ER5  94 3627 2416 10031;  8711ER5 6540ER5 1719ER5  8679 6519 1710 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not feedback,not targeted at improving writing",,
2130846668; EJ1189048,Electronic Essay Writing with Postsecondary Students with Intellectual and Developmental Disabilities,2018,,,Education and Training in Autism and Developmental Disabilities,"2154-1647, 2154-1647",53,3,311-324,"Woods-Groves, Suzanne and Alqahtani, Saeed S. and Balint-Langel, Kinga and Kern, Amanda",https://search.proquest.com/docview/2130846668?accountid=14433,English,"Division on Autism and Developmental Disabilities, Council for Exceptional Children. DDD, P.O. Box 3512, Fayetteville, AR 72702",,,"Anzahl der Quellenangaben - 33
Zuletzt aktualisiert - 2018-11-08
Vertragsnummer - P407A100030
SubjectsTermNotLitGenreText - 5343ER5 2890ER5  5326;  11682ER5 6603ER5  11636 6582;  2804ER5 2890ER5  2792 2877;  8195ER5 10833ER5 6468ER5  8166 10789 6447;  4761ER5 8075ER5 3164ER5  4744 8046 3150;  3713ER5 8884ER5 6603ER5 4558ER5  3698 4542 8852 6582;  2218ER5 8884ER5 6603ER5 4558ER5  2207 4542 8852 6582;  2070ER5  2059;  3596ER5 11279ER5 10833ER5 6468ER5  3582 11233 10789 6447;  6760ER5  6738;  3734ER5 11660ER5 6120ER5 5771ER5  3719 11614 5752 6101;  11675ER5 5259ER5  11629 5242;  9408ER5 3643ER5 6603ER5  9374 3629 6582 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2101892100; EJ1188785,Using Software to Engage Design Students in Academic Writing,2018,,,International Journal of Technology and Design Education,"0957 7572, 0957 7572",28,3,885-898,"Aitken, Adam and Thompson, Darrall G.",https://search.proquest.com/docview/2101892100?accountid=14433,English,"Springer, Available from: Springer Nature. 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 24
Zuletzt aktualisiert - 2018-09-11
SubjectsTermNotLitGenreText - 11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  2780ER5  2768;  677ER5 5259ER5  675 5242;  2070ER5  2059;  11660ER5 6120ER5 5771ER5  11614 5752 6101;  2430ER5 10833ER5 6468ER5  2419 10789 6447;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  11671ER5 3640ER5  11625 3626;  11100ER5 10634ER5 8297ER5 3431ER5 5722ER5 4925ER5 8950ER5 8043ER5 4558ER5  11056 10591 8267 3417 8016 4542 5703 4908 8917;  4460ER5 106ER5 6461ER5  4445 106 6440;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  11674ER5 5016ER5  11628 4999;  3641ER5 2427ER5 10069ER5  3627 2416 10031;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2101892017; EJ1187672,Learning Science in Immersive Virtual Reality,2018,,,Journal of Educational Psychology,"0022-0663, 0022-0663",110,6,785-797,"Parong, Jocelyn and Mayer, Richard E.",https://search.proquest.com/docview/2101892017?accountid=14433,English,"American Psychological Association, Journals Department, 750 First Street NE, Washington, DC 20002",,,"Anzahl der Quellenangaben - 78
Zuletzt aktualisiert - 2018-09-11
Vertragsnummer - N000141612046
SubjectsTermNotLitGenreText - 9371ER5 5259ER5  9337 5242;  9684ER5 3532ER5  9648 3518;  2068ER5 9687ER5 6603ER5  2057 9651 6582;  3282ER5 10713ER5  3268 10669;  10719ER5  10675;  10664ER5 3241ER5 6603ER5  10621 3227 6582;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  998ER5 997ER5 7002ER5 9385ER5 5983ER5  995 994 6976 9351 5964;  2070ER5  2059;  8330ER5  8299;  10257ER5 5394ER5  10215 5377;  8195ER5 10833ER5 6468ER5  8166 10789 6447;  10268ER5 6852ER5  10226 6827;  8566ER5 6468ER5  8535 6447 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
2101403181; EJ1181695,Contract Cheating in UK Higher Education: A Covert Investigation of Essay Mills,2018,,,British Educational Research Journal,"0141-1926, 0141-1926",44,3,393-418,"Medway, Dominic and Roper, Stuart and Gillooly, Leah",https://search.proquest.com/docview/2101403181?accountid=14433,English,"Wiley-Blackwell, 350 Main Street, Malden, MA 02148",,,"Zuletzt aktualisiert - 2018-09-10
SubjectsTermNotLitGenreText - 1409ER5 547ER5 9775ER5 912ER5  1403 545 9738 909;  2213ER5  2202;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  4761ER5 8075ER5 3164ER5  4744 8046 3150;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  3606ER5 7834ER5 4935ER5 5983ER5  3592 7807 4918 5964;  8533ER5  8502;  5340ER5  5323;  11666ER5 677ER5 5259ER5 11672ER5  11620 11626 675 5242;  2473ER5 10158ER5  2462 10120;  11491ER5  11445;  2913ER5 10195ER5 3643ER5 6603ER5  2900 10157 3629 6582;  4460ER5 106ER5 6461ER5  4445 106 6440;  2070ER5  2059;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  4124ER5 4350ER5  4109 4335; United Kingdom RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not writing context",,
2101889158; ED585216,Comparing Machine Learning Classification Approaches for Predicting Expository Text Difficulty,2018,,,Grantee Submission,,,,1-6,"Balyan, Renu and McCarthy, Kathryn S. and McNamara, Danielle S.",https://search.proquest.com/docview/2101889158?accountid=14433,English,,,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2020-05-01
Vertragsnummer - R305A130124; 000141712300; N000141410343 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2101391266; ED583154,The Usefulness of Using Generalizing Words for Teaching Summary Writing,2018,,,Online Submission,,,,1-9,"Siu, Fiona Kwai-peng",https://search.proquest.com/docview/2101391266?accountid=14433,English,,,,"Anzahl der Quellenangaben - 21
Zuletzt aktualisiert - 2018-09-10 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2396839103; EJ1244525,"The Development of ""Video Compact Disk"" Media Using a Scientific Approach for Expository Writing: A Case in Indonesian Senior High Schools",2018,,,Anatolian Journal of Education,,3,1,1-20,"Amin, Mohammad and Andayani and Nurkamto, Joko and Setiawan, Budhi and Ngadiso",https://search.proquest.com/docview/2396839103?accountid=14433,English,"Anatolian Journal of Education, Eskisehir Osmangazi University Faculty of Education, Eskisehir 26480, Turkey",,,"Anzahl der Quellenangaben - -1
Zuletzt aktualisiert - 2020-05-01
SubjectsTermNotLitGenreText - 3238ER5  3224;  6409ER5 2799ER5  6388 2787;  3734ER5 11660ER5 6120ER5 5771ER5  3719 11614 5752 6101;  4755ER5 9453ER5 10321ER5 8043ER5 4558ER5  4738 9419 10278 8016 4542;  4124ER5 4350ER5  4109 4335;  2059ER5 3351ER5 3567ER5  2048 3337 3553;  11305ER5 10713ER5  11259 10669;  5265ER5  5248;  5815ER5 10634ER5 8297ER5 3431ER5 5722ER5 4925ER5 8950ER5 8043ER5 4558ER5  5796 10591 8267 3417 8016 4542 5703 4908 8917;  5098ER5 5099ER5 6283ER5 5821ER5  5081 5082 6263 5802;  2780ER5  2768;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690; Indonesia RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not feedback",,
